GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
750,70,51,1,2,5,2
1080,114,70,4,8,3,8
750,76,78,4,8,5,8
930,67,58,4,8,5,8
750,78,58,1,3,5,3
930,36,52,1,3,5,3
930,37,114,1,3,5,3
1080,76,70,1,3,5,3
1200,54,67,1,3,5,3
750,78,70,1,4,5,4
750,51,36,1,4,5,4
930,67,35,1,4,5,4
930,76,58,1,4,5,4
1200,52,54,1,4,5,4
930,37,58,1,5,5,5
750,35,114,1,5,5,5
750,51,78,1,5,5,5
930,70,67,1,5,5,5
1200,36,54,1,5,5,5
1080,54,35,1,6,3,6
750,78,52,1,6,5,6
930,58,51,1,6,5,6
1200,37,76,1,6,5,6
1080,35,37,1,7,3,7
750,36,78,1,7,5,7
750,76,51,1,7,5,7
930,54,70,1,7,5,7
1200,67,52,1,7,5,7
1200,114,58,1,7,5,7
1080,78,76,1,8,3,8
750,52,35,1,8,5,8
930,51,114,1,8,5,8
1080,58,67,1,8,5,8
1200,54,37,1,8,5,8
1080,52,70,1,9,3,9
750,35,78,1,9,5,9
750,76,67,1,9,5,9
930,58,54,1,9,5,9
1080,114,36,1,9,5,9
1200,37,51,1,9,5,9
750,70,37,1,10,5,10
750,35,36,1,10,5,10
930,52,76,1,10,5,10
1200,114,54,1,10,5,10
750,114,78,1,11,5,11
750,36,76,1,11,5,11
930,51,52,1,11,5,11
1200,67,37,1,11,5,11
1080,58,35,1,12,3,12
750,70,36,1,12,5,12
930,67,114,1,12,5,12
750,51,70,2,3,5,3
750,58,78,2,3,5,3
930,52,36,2,3,5,3
930,114,37,2,3,5,3
1080,67,54,2,3,5,3
750,70,78,2,4,5,4
750,36,51,2,4,5,4
930,35,67,2,4,5,4
1200,58,76,2,4,5,4
930,58,37,2,5,5,5
750,78,51,2,5,5,5
930,67,70,2,5,5,5
1080,54,36,2,5,5,5
1200,52,114,2,5,5,5
1080,52,78,2,6,3,6
750,35,54,2,6,5,6
930,36,37,2,6,5,6
750,70,76,2,6,5,6
1200,58,114,2,6,5,6
1080,78,36,2,7,3,7
750,54,52,2,7,5,7
750,37,35,2,7,5,7
930,51,76,2,7,5,7
1200,70,58,2,7,5,7
1080,35,52,2,8,3,8
750,76,78,2,8,5,8
930,114,51,2,8,5,8
