GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
1080,12,32,0,2,5,2
930,115,16,0,4,5,4
1080,82,23,0,4,5,4
1200,81,12,0,5,5,5
1200,59,23,0,5,5,5
1200,16,29,0,5,5,5
930,32,104,0,5,5,5
1200,16,82,0,6,5,6
1080,12,104,0,6,5,6
750,81,115,0,6,5,6
1080,29,59,0,6,5,6
1200,29,81,0,7,5,7
1080,32,16,0,7,5,7
750,23,12,0,7,5,7
1080,104,59,0,7,5,7
750,16,81,0,8,5,8
1080,59,12,0,8,5,8
1200,82,29,0,8,5,8
750,23,104,0,8,5,8
1200,115,32,0,8,5,8
750,32,82,0,9,5,9
1080,81,23,0,9,5,9
930,104,29,0,9,5,9
1080,59,115,0,9,5,9
1080,104,81,0,10,5,10
930,12,16,0,10,5,10
930,29,115,0,10,5,10
1200,23,32,0,10,5,10
1200,82,59,0,10,5,10
1080,32,81,0,11,5,11
750,115,12,0,11,5,11
1200,29,23,0,11,5,11
930,82,104,0,11,5,11
750,16,59,0,11,5,11
750,23,16,0,12,5,12
930,12,29,0,12,5,12
750,59,32,0,12,5,12
750,81,82,0,13,4,13
930,104,115,0,14,5,14
750,104,23,1,3,5,3
930,32,12,1,4,5,4
750,59,29,1,4,5,4
930,12,81,1,5,5,5
1080,82,115,1,5,5,5
1200,104,32,1,5,5,5
930,29,16,1,5,5,5
930,23,59,1,5,5,5
1200,115,81,1,6,5,6
1200,23,82,1,6,5,6
1200,104,12,1,6,5,6
1080,16,32,1,6,5,6
1080,81,29,1,7,5,7
750,82,32,1,7,5,7
1200,16,115,1,7,5,7
1080,59,104,1,7,5,7
750,12,23,1,7,5,7
1080,81,16,1,8,5,8
930,29,82,1,8,5,8
1200,32,115,1,8,5,8
930,12,59,1,8,5,8
930,23,81,1,9,5,9
750,82,16,1,9,5,9
750,115,59,1,9,5,9
1200,29,104,1,9,5,9
930,104,81,1,10,5,10
930,59,82,1,10,5,10
1200,115,29,1,10,5,10
750,16,12,1,10,5,10
750,32,23,1,10,5,10
930,81,32,1,11,5,11
1200,104,82,1,11,5,11
1200,12,115,1,11,5,11
930,23,29,1,11,5,11
750,59,16,1,11,5,11
930,115,104,1,12,5,12
1080,29,12,1,12,5,12
1080,16,23,1,12,5,12
750,32,59,1,12,5,12
930,82,81,1,13,4,13
750,81,104,2,4,5,4
1200,115,16,2,4,5,4
1200,32,29,2,4,5,4
930,23,59,2,4,5,4
1200,29,81,2,5,5,5
930,82,115,2,5,5,5
750,12,104,2,5,5,5
1080,59,16,2,5,5,5
1080,81,32,2,6,5,6
1080,82,23,2,6,5,6
1200,115,59,2,6,5,6
1200,16,12,2,6,5,6
1080,59,82,2,7,5,7
750,29,115,2,7,5,7
1080,104,23,2,7,5,7
1200,32,12,2,7,5,7
1200,12,81,2,8,5,8
1080,104,82,2,8,5,8
930,23,29,2,8,5,8
1080,16,32,2,8,5,8
1200,23,81,2,9,5,9
930,82,32,2,9,5,9
930,115,12,2,9,5,9
930,59,104,2,9,5,9
1200,29,16,2,9,5,9
1080,81,59,2,10,5,10
750,16,82,2,10,5,10
1200,32,115,2,10,5,10
750,104,29,2,10,5,10
930,12,23,2,10,5,10
1080,115,81,2,11,5,11
1200,82,12,2,11,5,11
1200,16,104,2,11,5,11
930,29,59,2,11,5,11
1200,32,23,2,11,5,11
1200,81,82,2,12,5,12
1080,104,115,2,12,5,12
1200,12,29,2,12,5,12
930,23,16,2,12,5,12
1080,59,32,2,12,5,12
750,81,23,3,5,5,5
1200,32,82,3,5,5,5
750,59,115,3,5,5,5
1200,16,29,3,5,5,5
750,104,81,3,6,5,6
930,82,16,3,6,5,6
1080,115,32,3,6,5,6
1080,23,12,3,6,5,6
1200,59,81,3,7,5,7
1080,16,115,3,7,5,7
1200,29,104,3,7,5,7
1200,12,32,3,7,5,7
930,81,29,3,8,5,8
930,23,82,3,8,5,8
750,12,115,3,8,5,8
750,104,59,3,8,5,8
930,32,16,3,8,5,8
930,81,12,3,9,5,9
1080,82,104,3,9,5,9
930,29,23,3,9,5,9
1080,16,59,3,9,5,9
750,115,82,3,10,5,10
930,104,12,3,10,5,10
750,29,32,3,10,5,10
1200,59,23,3,10,5,10
1200,32,81,3,11,5,11
930,82,59,3,11,5,11
930,115,29,3,11,5,11
1080,23,104,3,11,5,11
1080,12,16,3,11,5,11
750,81,115,3,12,5,12
930,12,82,3,12,5,12
1200,104,16,3,12,5,12
750,59,29,3,12,5,12
