GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
750,43,7,0,2,5,2
750,85,143,0,4,5,4
1080,96,53,0,4,5,4
930,65,43,0,5,5,5
750,85,65,0,6,5,6
1200,143,43,0,6,5,6
1080,53,86,0,6,5,6
930,86,143,0,7,5,7
750,65,96,0,7,5,7
750,43,85,0,7,5,7
1080,7,53,0,7,5,7
930,86,7,0,8,5,8
1200,53,143,0,8,5,8
1080,96,43,0,9,5,9
930,65,86,0,9,5,9
1200,7,85,0,9,5,9
750,86,43,0,10,5,10
1080,53,65,0,10,5,10
1200,143,7,0,10,5,10
930,85,96,0,10,5,10
1080,43,53,0,11,5,11
1200,96,7,0,11,5,11
930,85,86,0,11,5,11
1080,65,143,0,11,5,11
1080,7,65,0,13,5,13
1200,86,96,0,12,5,12
750,53,85,0,13,5,13
750,7,43,1,4,5,4
750,143,85,1,4,5,4
750,53,96,1,4,5,4
1080,96,143,1,5,5,5
1080,43,65,1,5,5,5
1080,65,85,1,6,5,6
750,43,143,1,6,5,6
1200,86,53,1,6,5,6
1080,143,86,1,7,5,7
930,96,65,1,7,5,7
750,85,43,1,7,5,7
750,53,7,1,7,5,7
1080,7,86,1,8,5,8
930,143,53,1,8,5,8
1200,43,96,1,9,5,9
1080,86,65,1,9,5,9
930,85,7,1,9,5,9
1200,43,86,1,10,5,10
750,65,53,1,10,5,10
1080,7,143,1,10,5,10
1200,96,85,1,10,5,10
930,53,43,1,11,5,11
1080,7,96,1,11,5,11
1200,86,85,1,11,5,11
930,143,65,1,11,5,11
1080,65,7,1,12,5,12
1080,96,86,1,12,5,12
1200,85,53,1,12,5,12
1080,143,96,0,5,5,5
