GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
750,88,77,1,2,5,2
1080,144,88,4,8,3,8
750,90,112,4,8,5,8
930,18,68,4,8,5,8
750,112,68,1,3,5,3
930,100,80,1,3,5,3
930,44,144,1,3,5,3
1080,90,88,1,3,5,3
1200,48,18,1,3,5,3
750,112,88,1,4,5,4
750,77,100,1,4,5,4
930,18,20,1,4,5,4
930,90,68,1,4,5,4
1200,80,48,1,4,5,4
930,44,68,1,5,5,5
750,20,144,1,5,5,5
750,77,112,1,5,5,5
930,88,18,1,5,5,5
1200,100,48,1,5,5,5
1080,48,20,1,6,3,6
750,112,80,1,6,5,6
930,68,77,1,6,5,6
1200,44,90,1,6,5,6
1080,20,44,1,7,3,7
750,100,112,1,7,5,7
750,90,77,1,7,5,7
930,48,88,1,7,5,7
1200,18,80,1,7,5,7
1200,144,68,1,7,5,7
1080,112,90,1,8,3,8
750,80,20,1,8,5,8
930,77,144,1,8,5,8
1080,68,18,1,8,5,8
1200,48,44,1,8,5,8
1080,80,88,1,9,3,9
750,20,112,1,9,5,9
750,90,18,1,9,5,9
930,68,48,1,9,5,9
1080,144,100,1,9,5,9
1200,44,77,1,9,5,9
750,88,44,1,10,5,10
750,20,100,1,10,5,10
930,80,90,1,10,5,10
1200,144,48,1,10,5,10
750,144,112,1,11,5,11
750,100,90,1,11,5,11
930,77,80,1,11,5,11
1200,18,44,1,11,5,11
1080,68,20,1,12,3,12
750,88,100,1,12,5,12
930,18,144,1,12,5,12
750,77,88,2,3,5,3
750,68,112,2,3,5,3
930,80,100,2,3,5,3
930,144,44,2,3,5,3
1080,18,48,2,3,5,3
750,88,112,2,4,5,4
750,100,77,2,4,5,4
930,20,18,2,4,5,4
1200,68,90,2,4,5,4
930,68,44,2,5,5,5
750,112,77,2,5,5,5
930,18,88,2,5,5,5
1080,48,100,2,5,5,5
1200,80,144,2,5,5,5
1080,80,112,2,6,3,6
750,20,48,2,6,5,6
930,100,44,2,6,5,6
750,88,90,2,6,5,6
1200,68,144,2,6,5,6
1080,112,100,2,7,3,7
750,48,80,2,7,5,7
750,44,20,2,7,5,7
930,77,90,2,7,5,7
1200,88,68,2,7,5,7
1080,20,80,2,8,3,8
750,90,112,2,8,5,8
930,144,77,2,8,5,8
1080,18,68,2,8,5,8
1200,44,48,2,8,5,8
1080,112,20,2,9,3,9
750,88,80,2,9,5,9
750,18,90,2,9,5,9
930,48,68,2,9,5,9
1080,100,144,2,9,5,9
1200,77,44,2,9,5,9
750,44,88,2,10,5,10
750,112,18,2,10,5,10
930,90,80,2,10,5,10
930,77,20,2,10,5,10
1200,48,144,2,10,5,10
750,144,20,2,11,5,11
750,90,100,2,11,5,11
930,80,77,2,11,5,11
1200,44,18,2,11,5,11
1080,20,68,2,12,3,12
750,100,88,2,12,5,12
1080,144,18,2,12,5,12
930,90,48,2,12,5,12
930,44,68,3,2,5,2
750,88,77,3,3,5,3
750,90,20,3,3,5,3
930,100,80,3,3,5,3
930,44,144,3,3,5,3
1080,18,112,3,3,5,3
750,112,88,3,4,5,4
750,77,100,3,4,5,4
930,18,20,3,4,5,4
930,90,68,3,4,5,4
1200,144,80,3,4,5,4
750,20,144,3,5,5,5
750,77,112,3,5,5,5
930,88,18,3,5,5,5
930,100,68,3,5,5,5
1080,80,44,3,5,5,5
1200,48,90,3,5,5,5
1080,68,88,3,6,3,6
750,48,20,3,6,5,6
930,112,80,3,6,5,6
1200,77,18,3,6,5,6
1080,100,112,3,7,3,7
750,20,44,3,7,5,7
930,90,77,3,7,5,7
